system:index,flood_label,.geo
1_218,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.278266882101576,6.4448282586228895]}"
1_219,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2769194091753966,6.444558764037653]}"
1_220,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.319769048227898,6.40251760874086]}"
1_221,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2960535247271427,6.52217320458558]}"
1_222,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2591327665498304,6.502500099863363]}"
1_223,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3035993731137467,6.450757139498078]}"
1_224,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.27476345249351,6.500344143181476]}"
1_225,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3076417918922845,6.455069052861852]}"
1_226,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3168046077903037,6.4103329517127]}"
1_227,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.269104066203557,6.492798294794872]}"
1_228,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2885076763405388,6.405482049178454]}"
1_229,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.28904666551101,6.483096489726381]}"
1_230,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2868907088291235,6.462614901248456]}"
1_231,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2170916112530366,6.459380966225626]}"
1_232,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2532038856746412,6.479054070947844]}"
1_233,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2440410697766224,6.520556237074166]}"
1_234,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2478139939699244,6.520825731659401]}"
1_235,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.254551358600821,6.438629883162465]}"
1_236,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.250239445237047,6.4712387279760035]}"
1_237,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.25266489650417,6.436473926480578]}"
1_238,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.248352983140396,6.422999197218785]}"
1_239,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3262369182735587,6.436473926480578]}"
1_240,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.284195762976765,6.49684071357341]}"
1_241,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2874296979995954,6.486060930163975]}"
1_242,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3038688676989825,6.497379702743881]}"
1_243,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.242424102265207,6.508159486153316]}"
1_244,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2769194091753966,6.520017247903693]}"
1_245,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.244310564361858,6.509506959079495]}"
1_246,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.222481502957754,6.4712387279760035]}"
1_247,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2542818640155846,6.446714720719541]}"
1_248,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.242424102265207,6.446714720719541]}"
1_249,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2817703117096424,6.437012915651049]}"
1_250,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.319769048227898,6.447792699060484]}"
1_251,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2591327665498304,6.468004792953173]}"
1_252,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2661396257659625,6.5127408941023255]}"
1_253,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.276380420004925,6.41680082175836]}"
1_254,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2397291564128485,6.455608042032324]}"
1_255,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2680260878626135,6.502230605278127]}"
1_256,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.237303705145726,6.438090893991993]}"
1_257,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.289585654681482,6.483904973482089]}"
1_258,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2359562322195465,6.455877536617559]}"
1_259,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2553598423565284,6.432431507702041]}"
