osm_id,name,category,risk_tier,risk_label,longitude,latitude
11942424910,Renue Clinic,health,1.0,Low,3.2782991,6.4701285
11942424911,Primecare Hospital Festac,health,3.0,High,3.2780966,6.4690358
11942424912,De Marvel Hospitalsabo Crown Hospital,health,4.0,Very High,3.2714729,6.4645584
11942424913,Festac Primary Health Centre,health,2.0,Moderate,3.2837695,6.4694543
11942424914,Golden Cross Hospital Festac,health,4.0,Very High,3.2833041,6.4681337
11942424915,Holy Family Catholic Church Medical Centre Festac,health,4.0,Very High,3.2830212,6.4683802
11942424916,The Hosanna Hospital,health,3.0,High,3.2840994,6.4675061
11942424917,Bethesda Family Clinic And Maternity,health,2.0,Moderate,3.283866,6.4632738
11942424918,Firstline Hospital Festac,health,2.0,Moderate,3.2841249,6.4626635
11942424919,Elbethel Hospital,health,3.0,High,3.2766187,6.4568974
11942424920,Nigerian Navy Reference Hospital,health,1.0,Low,3.2821199,6.4516509
11970671716,Igbologun Medical Centre,health,0.0,NoData,3.3325555,6.4206234
11970671717,Igbologun Primary Health Center Snake Island,health,2.0,Moderate,3.3286428,6.4177241
11975012213,Oriom Clinic,health,0.0,NoData,3.2544288,6.4249233
11975012214,Outreach Medical Service,health,0.0,NoData,3.2454273,6.4213624
11975012215,Igbologun Medical Center,health,3.0,High,3.2523206,6.4137527
11975020406,Far East Medical Center,health,1.0,Low,3.2743549,6.4223233
11975050294,Irede Primary Health Centre,health,3.0,High,3.2338093,6.4266452
11975057900,Iyagbe Maternity Centre,health,0.0,NoData,3.2002549,6.4182879
11975079561,St Joseph Mission Clinic,health,2.0,Moderate,3.3109456,6.4462778
11975079562,The Point Clinic,health,4.0,Very High,3.3119468,6.4428902
11975079563,Aminat Convalesce Home,health,2.0,Moderate,3.3120386,6.4416056
11975079564,Asheco Hospital,health,3.0,High,3.3118978,6.4388124
11975117976,Grace View Medical Center,health,4.0,Very High,3.2774971,6.4467495
11975117977,Jes 7 Jes Clinic Amuwo Housing,health,2.0,Moderate,3.2798119,6.4481701
11975119548,Kexpress Clinic,health,4.0,Very High,3.2608929,6.4557813
11975119549,Dunamis House Medical Center,health,4.0,Very High,3.2619672,6.4557233
11975119550,Rhowil Total Care Medical Center,health,3.0,High,3.2625472,6.453204
11975119551,Life Hope Multi Medical Center,health,3.0,High,3.2605657,6.4542575
11975119552,Shalom Riyyah Hospital And Maternity,health,2.0,Moderate,3.2420866,6.4675367
11975119553,Norex Clinic,health,3.0,High,3.2417527,6.46519
11975119554,Agbaju Primary Health Center,health,2.0,Moderate,3.2454561,6.4531161
11975119555,Divine Care Neighborhood Clinic And Maternity Satellite Town,health,2.0,Moderate,3.2520369,6.4529548
11975119556,Hopeland Hospital,health,4.0,Very High,3.2562956,6.4517575
11975119557,Outreach Specialist Hospital,health,3.0,High,3.2564941,6.4509872
11975119558,Charles Henry Specialist Hospital,health,1.0,Low,3.256643,6.4486838
11975119559,Irede Primary Health Center Riverine,health,4.0,Very High,3.2608272,6.44841
11975119560,Satellite Town Primary Health Care Center,health,3.0,High,3.2646802,6.4497333
11975127997,Holy Family Hospital and Maternity Home,health,4.0,Very High,3.2614616,6.4457401
11975127998,Bengoz Maternity Home,health,2.0,Moderate,3.2663083,6.4420493
11975127999,Irede Primary Health Center,health,3.0,High,3.2650986,6.4413071
11975128000,De Uzoma Clinic,health,3.0,High,3.2636301,6.4413204
11975128001,Orion Clinic,health,3.0,High,3.259295,6.4345972
11975219713,Joycy Hospital Saka Adisa Street Abule Osun,health,1.0,Low,3.2316582,6.4548372
12282713900,Lord's own medical center,health,0.0,NoData,3.2337858,6.5250008
12282723406,Temitope faith clinic and maternity house,health,3.0,High,3.2372613,6.5204337
707257732,Amuwo Odofin Maternal & Childcare Centre,health,4.0,Very High,3.3022453,6.4615407
707258933,Emel Hospital,health,1.0,Low,3.2895368,6.4757329
